book_id,canonical_title,authors,description,subjects,first_publish_year,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,openlibrary_key,source_openlibrary,source_leadershipnow,publication_year_observed,title_normalized,has_authors,has_description,has_subjects,has_cover,has_rating,has_engagement,has_extended_text,has_first_publish_year,has_observed_publication_year,book_age_from_first_publish,years_since_observed_publication,log1p_ratings_count,log1p_want_to_read_count,log1p_currently_reading_count,log1p_already_read_count,log1p_edition_count,total_reader_engagement,log1p_total_reader_engagement,format,page_count,has_edition_metadata,has_page_count,is_hardcover,is_paperback,log1p_page_count,format_edition,page_count_edition,has_edition_metadata_edition,has_page_count_edition,is_hardcover_edition,is_paperback_edition,log1p_page_count_edition,title_text,authors_text,subjects_text,description_text,content_text,content_word_count,content_char_count,has_title_text,has_author_text,has_subject_text,has_description_text,content_component_count,content_depth,source_group,core_content_text,enriched_content_text,core_word_count,enriched_word_count,additional_semantic_words,topic_content_text,topic_cluster,topic_text_clean,cluster_label
BOOK00312,Strategic management,"['Pearce, John A.', 'John A. Pearce', 'Richard B. Robinson']",,"['Strategic planning', 'Case studies', 'Strategisch management', 'Administracʹao estrategica (gerenciamento)', 'Business strategy', 'Management & management techniques', 'Corporate Planning', 'Business / Economics / Finance', 'Strategic Planning', 'Reference', 'Management', 'Business planning', 'Corporate planning', 'Business / economics / finance']",1982.0,3.0,6.0,15.0,86.0,9.0,4.0,https://covers.openlibrary.org/b/id/1082674-L.jpg,/works/OL37971W,True,False,,strategic management,1,0,1,1,1,1,1,1,0,44.0,,1.9459101490553132,4.465908118654584,2.302585092994046,1.6094379124341005,2.772588722239781,99.0,4.605170185988092,,,0,0,0,0,,,,,,,,,Strategic management,"Pearce, John A. John A. Pearce Richard B. Robinson",Strategic planning Case studies Strategisch management Administracʹao estrategica (gerenciamento) Business strategy Management & management techniques Corporate Planning Business / Economics / Finance Strategic Planning Reference Management Business planning Corporate planning Business / economics / finance,,"Strategic management Pearce, John A. John A. Pearce Richard B. Robinson Strategic planning Case studies Strategisch management Administracʹao estrategica (gerenciamento) Business strategy Management & management techniques Corporate Planning Business / Economics / Finance Strategic Planning Reference Management Business planning Corporate planning Business / economics / finance",46,380,1,1,1,0,3,Enriched,Open Library only,"Strategic management Pearce, John A. John A. Pearce Richard B. Robinson","Strategic management Pearce, John A. John A. Pearce Richard B. Robinson Strategic planning Case studies Strategisch management Administracʹao estrategica (gerenciamento) Business strategy Management & management techniques Corporate Planning Business / Economics / Finance Strategic Planning Reference Management Business planning Corporate planning Business / economics / finance",11,46,35,Strategic managementzzfieldboundaryzzStrategic planning Case studies Strategisch management Administracʹao estrategica (gerenciamento) Business strategy Management & management techniques Corporate Planning Business / Economics / Finance Strategic Planning Reference Management Business planning Corporate planning Business / economics / financezzfieldboundaryzz,27,Strategic management Strategic planning Case studies Strategisch management Administracʹao estrategica (gerenciamento) Business strategy Management & management techniques Corporate Planning Business / Economics / Finance Strategic Planning Reference Management Business planning Corporate planning Business / economics / finance,Strategic Management and Planning
BOOK00313,Retailing management,"['Michael Levy', 'Michael Levy', 'Barton A. Weitz']",1 volume (various pagings) : 28 cm,"['Management', 'Retail trade', 'open_syllabus_project', 'Retail trade, management', 'Comercio minorista', 'Administración', 'Einzelhandel', 'Detailhandel', 'Detaljhandel', 'Retail trade -- Management -- Textbooks', 'Retail trade -- Canada -- Textbooks', ""Commerce de détail -- Gestion -- Manuels d'enseignement supérieur"", ""Commerce de détail -- Canada -- Manuels d'enseignement supérieur"", 'Retail trade -- Management', 'Canada', 'Open_syllabus_project']",2000.0,,,18.0,61.0,4.0,3.0,https://covers.openlibrary.org/b/id/5420019-L.jpg,/works/OL12420780W,True,False,,retailing management,1,1,1,1,0,1,1,1,0,26.0,,,4.127134385045092,1.6094379124341005,1.3862943611198906,2.9444389791664403,68.0,4.23410650459726,,,0,0,0,0,,,,,,,,,Retailing management,Michael Levy Michael Levy Barton A. Weitz,"Management Retail trade open_syllabus_project Retail trade, management Comercio minorista Administración Einzelhandel Detailhandel Detaljhandel Retail trade -- Management -- Textbooks Retail trade -- Canada -- Textbooks Commerce de détail -- Gestion -- Manuels d'enseignement supérieur Commerce de détail -- Canada -- Manuels d'enseignement supérieur Retail trade -- Management Canada Open_syllabus_project",1 volume (various pagings) : 28 cm,"Retailing management Michael Levy Michael Levy Barton A. Weitz Management Retail trade open_syllabus_project Retail trade, management Comercio minorista Administración Einzelhandel Detailhandel Detaljhandel Retail trade -- Management -- Textbooks Retail trade -- Canada -- Textbooks Commerce de détail -- Gestion -- Manuels d'enseignement supérieur Commerce de détail -- Canada -- Manuels d'enseignement supérieur Retail trade -- Management Canada Open_syllabus_project 1 volume (various pagings) : 28 cm",65,508,1,1,1,1,4,Rich,Open Library only,Retailing management Michael Levy Michael Levy Barton A. Weitz,"Retailing management Michael Levy Michael Levy Barton A. Weitz Management Retail trade open_syllabus_project Retail trade, management Comercio minorista Administración Einzelhandel Detailhandel Detaljhandel Retail trade -- Management -- Textbooks Retail trade -- Canada -- Textbooks Commerce de détail -- Gestion -- Manuels d'enseignement supérieur Commerce de détail -- Canada -- Manuels d'enseignement supérieur Retail trade -- Management Canada Open_syllabus_project 1 volume (various pagings) : 28 cm",9,65,56,"Retailing managementzzfieldboundaryzzManagement Retail trade open_syllabus_project Retail trade, management Comercio minorista Administración Einzelhandel Detailhandel Detaljhandel Retail trade -- Management -- Textbooks Retail trade -- Canada -- Textbooks Commerce de détail -- Gestion -- Manuels d'enseignement supérieur Commerce de détail -- Canada -- Manuels d'enseignement supérieur Retail trade -- Management Canada Open_syllabus_projectzzfieldboundaryzz1 volume (various pagings) : 28 cm",7,"Retailing management Management Retail trade open_syllabus_project Retail trade, management Comercio minorista Administración Einzelhandel Detailhandel Detaljhandel Retail trade -- Management -- Textbooks Retail trade -- Canada -- Textbooks Commerce de détail -- Gestion -- Manuels d'enseignement supérieur Commerce de détail -- Canada -- Manuels d'enseignement supérieur Retail trade -- Management Canada Open_syllabus_project 1 volume (various pagings) : 28 cm",Broad Leadership and Success
BOOK00314,Supply chain logistics management,['Donald J. Bowersox'],,"['Business logistics', 'Supply Chain Management', 'Logistique (Organisation)', ""Gestion de l'approvisionnement"", ""Chaîne d'approvisionnement"", 'Logistique', 'Ketenbeheer']",2002.0,3.8,5.0,4.0,145.0,17.0,7.0,https://covers.openlibrary.org/b/id/8341095-L.jpg,/works/OL2967291W,True,False,,supply chain logistics management,1,0,1,1,1,1,1,1,0,24.0,,1.791759469228055,4.983606621708336,2.8903717578961645,2.0794415416798357,1.6094379124341005,169.0,5.135798437050262,,,0,0,0,0,,,,,,,,,Supply chain logistics management,Donald J. Bowersox,Business logistics Supply Chain Management Logistique (Organisation) Gestion de l'approvisionnement Chaîne d'approvisionnement Logistique Ketenbeheer,,Supply chain logistics management Donald J. Bowersox Business logistics Supply Chain Management Logistique (Organisation) Gestion de l'approvisionnement Chaîne d'approvisionnement Logistique Ketenbeheer,21,202,1,1,1,0,3,Enriched,Open Library only,Supply chain logistics management Donald J. Bowersox,Supply chain logistics management Donald J. Bowersox Business logistics Supply Chain Management Logistique (Organisation) Gestion de l'approvisionnement Chaîne d'approvisionnement Logistique Ketenbeheer,7,21,14,Supply chain logistics managementzzfieldboundaryzzBusiness logistics Supply Chain Management Logistique (Organisation) Gestion de l'approvisionnement Chaîne d'approvisionnement Logistique Ketenbeheerzzfieldboundaryzz,13,Supply chain logistics management Business logistics Supply Chain Management Logistique (Organisation) Gestion de l'approvisionnement Chaîne d'approvisionnement Logistique Ketenbeheer,General Business and Management
BOOK00315,The one minute manager,"['Kenneth H. Blanchard', 'Spencer Johnson', 'Kenneth Blanchard']","Details a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.","['Management', 'Administración', 'Direction', 'Gestion', 'Personnel', ""Gestion d'entreprise"", 'Administracao', 'Employe s.', 'Motivations', 'Manuels', 'Organization and Administration', 'Ressources humaines', 'Gestion du personnel', 'Employés', 'Personnel management']",1981.0,4.0,11.0,15.0,100.0,7.0,16.0,https://covers.openlibrary.org/b/id/5288277-L.jpg,/works/OL66049W,True,False,,the one minute manager,1,1,1,1,1,1,1,1,0,45.0,,2.4849066497880004,4.61512051684126,2.0794415416798357,2.833213344056216,2.772588722239781,123.0,4.820281565605037,,,0,0,0,0,,,,,,,,,The one minute manager,Kenneth H. Blanchard Spencer Johnson Kenneth Blanchard,Management Administración Direction Gestion Personnel Gestion d'entreprise Administracao Employe s. Motivations Manuels Organization and Administration Ressources humaines Gestion du personnel Employés Personnel management,"Details a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.","The one minute manager Kenneth H. Blanchard Spencer Johnson Kenneth Blanchard Management Administración Direction Gestion Personnel Gestion d'entreprise Administracao Employe s. Motivations Manuels Organization and Administration Ressources humaines Gestion du personnel Employés Personnel management Details a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.",54,443,1,1,1,1,4,Rich,Open Library only,The one minute manager Kenneth H. Blanchard Spencer Johnson Kenneth Blanchard,"The one minute manager Kenneth H. Blanchard Spencer Johnson Kenneth Blanchard Management Administración Direction Gestion Personnel Gestion d'entreprise Administracao Employe s. Motivations Manuels Organization and Administration Ressources humaines Gestion du personnel Employés Personnel management Details a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.",11,54,43,"The one minute managerzzfieldboundaryzzManagement Administración Direction Gestion Personnel Gestion d'entreprise Administracao Employe s. Motivations Manuels Organization and Administration Ressources humaines Gestion du personnel Employés Personnel managementzzfieldboundaryzzDetails a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.",13,"The one minute manager Management Administración Direction Gestion Personnel Gestion d'entreprise Administracao Employe s. Motivations Manuels Organization and Administration Ressources humaines Gestion du personnel Employés Personnel management Details a simple, yet effective management system based on three fundamental strategies for earning raises, promotions, and power in business.",General Business and Management
BOOK00316,Entrepreneurship,['Robert D. Hisrich'],where we give id to open document,"['New business enterprises', 'Entrepreneurship', 'Business enterprises', 'Business planning', 'Finance', 'Success in business', 'Management', 'Nieuwe ondernemingen', 'Ondernemerschap', 'Unternehmensentwicklung', 'Business enterprises, finance', 'Unternehmensgründung', 'Aufsatzsammlung', 'New business enterprises -- Management']",1989.0,4.5454545,11.0,14.0,268.0,31.0,11.0,https://covers.openlibrary.org/b/id/8231771-L.jpg,/works/OL2688120W,True,False,,entrepreneurship,1,1,1,1,1,1,1,1,0,37.0,,2.4849066497880004,5.594711379601839,3.4657359027997265,2.4849066497880004,2.70805020110221,310.0,5.739792912179234,,,0,0,0,0,,,,,,,,,Entrepreneurship,Robert D. Hisrich,"New business enterprises Entrepreneurship Business enterprises Business planning Finance Success in business Management Nieuwe ondernemingen Ondernemerschap Unternehmensentwicklung Business enterprises, finance Unternehmensgründung Aufsatzsammlung New business enterprises -- Management",where we give id to open document,"Entrepreneurship Robert D. Hisrich New business enterprises Entrepreneurship Business enterprises Business planning Finance Success in business Management Nieuwe ondernemingen Ondernemerschap Unternehmensentwicklung Business enterprises, finance Unternehmensgründung Aufsatzsammlung New business enterprises -- Management where we give id to open document",38,355,1,1,1,1,4,Rich,Open Library only,Entrepreneurship Robert D. Hisrich,"Entrepreneurship Robert D. Hisrich New business enterprises Entrepreneurship Business enterprises Business planning Finance Success in business Management Nieuwe ondernemingen Ondernemerschap Unternehmensentwicklung Business enterprises, finance Unternehmensgründung Aufsatzsammlung New business enterprises -- Management where we give id to open document",4,38,34,"EntrepreneurshipzzfieldboundaryzzNew business enterprises Entrepreneurship Business enterprises Business planning Finance Success in business Management Nieuwe ondernemingen Ondernemerschap Unternehmensentwicklung Business enterprises, finance Unternehmensgründung Aufsatzsammlung New business enterprises -- Managementzzfieldboundaryzzwhere we give id to open document",0,"Entrepreneurship New business enterprises Entrepreneurship Business enterprises Business planning Finance Success in business Management Nieuwe ondernemingen Ondernemerschap Unternehmensentwicklung Business enterprises, finance Unternehmensgründung Aufsatzsammlung New business enterprises -- Management where we give id to open document",Entrepreneurial and Growth Mindset
BOOK00317,Fundamentals of financial management,"['Eugene F. Brigham', 'Joel F. Houston']","When [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.","['Business enterprises', 'Corporations', 'Finance', 'Problems, exercises', 'Management', 'Entreprises', 'Financiering', 'Finances', 'Finanzmanagement', 'Budgeting & financial management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Corporate Finance', 'Management - General', 'Business & Economics / Corporate Finance', 'Societes', 'Finanzwirtschaft', 'Problèmes et exercices', 'Prise de décision', 'Investissements de capitaux', 'Corporations, finance', 'Business enterprises, finance']",1978.0,5.0,2.0,20.0,188.0,12.0,4.0,https://covers.openlibrary.org/b/id/4937950-L.jpg,/works/OL2024237W,True,False,,fundamentals of financial management,1,1,1,1,1,1,1,1,0,48.0,,1.0986122886681098,5.241747015059643,2.5649493574615367,1.6094379124341005,3.044522437723423,204.0,5.3230099791384085,,,0,0,0,0,,,,,,,,,Fundamentals of financial management,Eugene F. Brigham Joel F. Houston,"Business enterprises Corporations Finance Problems, exercises Management Entreprises Financiering Finances Finanzmanagement Budgeting & financial management Business & Economics Business / Economics / Finance Textbooks Business/Economics Corporate Finance Management - General Business & Economics / Corporate Finance Societes Finanzwirtschaft Problèmes et exercices Prise de décision Investissements de capitaux Corporations, finance Business enterprises, finance","When [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.","Fundamentals of financial management Eugene F. Brigham Joel F. Houston Business enterprises Corporations Finance Problems, exercises Management Entreprises Financiering Finances Finanzmanagement Budgeting & financial management Business & Economics Business / Economics / Finance Textbooks Business/Economics Corporate Finance Management - General Business & Economics / Corporate Finance Societes Finanzwirtschaft Problèmes et exercices Prise de décision Investissements de capitaux Corporations, finance Business enterprises, finance When [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.",131,960,1,1,1,1,4,Rich,Open Library only,Fundamentals of financial management Eugene F. Brigham Joel F. Houston,"Fundamentals of financial management Eugene F. Brigham Joel F. Houston Business enterprises Corporations Finance Problems, exercises Management Entreprises Financiering Finances Finanzmanagement Budgeting & financial management Business & Economics Business / Economics / Finance Textbooks Business/Economics Corporate Finance Management - General Business & Economics / Corporate Finance Societes Finanzwirtschaft Problèmes et exercices Prise de décision Investissements de capitaux Corporations, finance Business enterprises, finance When [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.",10,131,121,"Fundamentals of financial managementzzfieldboundaryzzBusiness enterprises Corporations Finance Problems, exercises Management Entreprises Financiering Finances Finanzmanagement Budgeting & financial management Business & Economics Business / Economics / Finance Textbooks Business/Economics Corporate Finance Management - General Business & Economics / Corporate Finance Societes Finanzwirtschaft Problèmes et exercices Prise de décision Investissements de capitaux Corporations, finance Business enterprises, financezzfieldboundaryzzWhen [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.",13,"Fundamentals of financial management Business enterprises Corporations Finance Problems, exercises Management Entreprises Financiering Finances Finanzmanagement Budgeting & financial management Business & Economics Business / Economics / Finance Textbooks Business/Economics Corporate Finance Management - General Business & Economics / Corporate Finance Societes Finanzwirtschaft Problèmes et exercices Prise de décision Investissements de capitaux Corporations, finance Business enterprises, finance When [the book] was first published more than 20 years ago, our intent was to write an introductory finance text that students could understand. Today, [the book] has become the leading undergraduate finance text ... [The book] is intended for use in the introductory finance course. The key chapters can be covered in a one-term course, or supplemented with cases and some outside readings, used in a two-term course.-Pref.",General Business and Management
BOOK00318,Fundamentals of financial management,['James C. Van Horne'],,"['Corporations', 'Business enterprises', 'Finance', 'Societes', 'Finances', 'Finanzmanagement', 'Entreprises', 'Corporations, finance', 'Business enterprises, finance', 'Domestic Architecture', 'Colonial Architecture', 'Gardens']",1971.0,5.0,1.0,25.0,48.0,10.0,5.0,https://covers.openlibrary.org/b/id/92304-L.jpg,/works/OL2634165W,True,False,,fundamentals of financial management,1,0,1,1,1,1,1,1,0,55.0,,0.6931471805599453,3.8918202981106265,2.3978952727983707,1.791759469228055,3.258096538021482,63.0,4.1588830833596715,,,0,0,0,0,,,,,,,,,Fundamentals of financial management,James C. Van Horne,"Corporations Business enterprises Finance Societes Finances Finanzmanagement Entreprises Corporations, finance Business enterprises, finance Domestic Architecture Colonial Architecture Gardens",,"Fundamentals of financial management James C. Van Horne Corporations Business enterprises Finance Societes Finances Finanzmanagement Entreprises Corporations, finance Business enterprises, finance Domestic Architecture Colonial Architecture Gardens",26,248,1,1,1,0,3,Enriched,Open Library only,Fundamentals of financial management James C. Van Horne,"Fundamentals of financial management James C. Van Horne Corporations Business enterprises Finance Societes Finances Finanzmanagement Entreprises Corporations, finance Business enterprises, finance Domestic Architecture Colonial Architecture Gardens",8,26,18,"Fundamentals of financial managementzzfieldboundaryzzCorporations Business enterprises Finance Societes Finances Finanzmanagement Entreprises Corporations, finance Business enterprises, finance Domestic Architecture Colonial Architecture Gardenszzfieldboundaryzz",0,"Fundamentals of financial management Corporations Business enterprises Finance Societes Finances Finanzmanagement Entreprises Corporations, finance Business enterprises, finance Domestic Architecture Colonial Architecture Gardens",Entrepreneurial and Growth Mindset
BOOK00319,Management information systems,"[""James A. O'Brien""]","Note on front cover- ""This International Student Edition is for use outside of the U.S."" Attached to inside back cover is one ""MISource 2007"" CD from ""Triad Interactive"" stating requirements as Windows 98, 2000, or XP.","['Business', 'Computer networks', 'Data processing', 'Electronic commerce', 'Information technology', 'Management', 'Management information systems', 'Textbooks', 'Informatietechnologie', 'Management informatiesystemen', ""Systèmes d'information de gestion"", 'Managementinformationssystem', 'Sistemas de informação gerencial', 'Informationsmanagement', 'Redes de computadores', ""Réseaux d'ordinateurs"", 'Tecnologia da informação', ""Manuels d'enseignement supérieur"", ""Technologie de l'information"", 'Gestion', 'Commerce électronique', 'Informatique', 'Computers &amp; the internet', 'T58.6 .o26 2009', '658.4/038011', 'T58.6 .o26 2008b']",1990.0,5.0,2.0,14.0,80.0,8.0,4.0,https://covers.openlibrary.org/b/id/65041-L.jpg,/works/OL28972W,True,False,,management information systems,1,1,1,1,1,1,1,1,0,36.0,,1.0986122886681098,4.394449154672439,2.1972245773362196,1.6094379124341005,2.70805020110221,92.0,4.532599493153256,,,0,0,0,0,,,,,,,,,Management information systems,James A. O'Brien,Business Computer networks Data processing Electronic commerce Information technology Management Management information systems Textbooks Informatietechnologie Management informatiesystemen Systèmes d'information de gestion Managementinformationssystem Sistemas de informação gerencial Informationsmanagement Redes de computadores Réseaux d'ordinateurs Tecnologia da informação Manuels d'enseignement supérieur Technologie de l'information Gestion Commerce électronique Informatique Computers &amp; the internet T58.6 .o26 2009 658.4/038011 T58.6 .o26 2008b,"Note on front cover- ""This International Student Edition is for use outside of the U.S."" Attached to inside back cover is one ""MISource 2007"" CD from ""Triad Interactive"" stating requirements as Windows 98, 2000, or XP.","Management information systems James A. O'Brien Business Computer networks Data processing Electronic commerce Information technology Management Management information systems Textbooks Informatietechnologie Management informatiesystemen Systèmes d'information de gestion Managementinformationssystem Sistemas de informação gerencial Informationsmanagement Redes de computadores Réseaux d'ordinateurs Tecnologia da informação Manuels d'enseignement supérieur Technologie de l'information Gestion Commerce électronique Informatique Computers &amp; the internet T58.6 .o26 2009 658.4/038011 T58.6 .o26 2008b Note on front cover- ""This International Student Edition is for use outside of the U.S."" Attached to inside back cover is one ""MISource 2007"" CD from ""Triad Interactive"" stating requirements as Windows 98, 2000, or XP.",98,824,1,1,1,1,4,Rich,Open Library only,Management information systems James A. O'Brien,"Management information systems James A. O'Brien Business Computer networks Data processing Electronic commerce Information technology Management Management information systems Textbooks Informatietechnologie Management informatiesystemen Systèmes d'information de gestion Managementinformationssystem Sistemas de informação gerencial Informationsmanagement Redes de computadores Réseaux d'ordinateurs Tecnologia da informação Manuels d'enseignement supérieur Technologie de l'information Gestion Commerce électronique Informatique Computers &amp; the internet T58.6 .o26 2009 658.4/038011 T58.6 .o26 2008b Note on front cover- ""This International Student Edition is for use outside of the U.S."" Attached to inside back cover is one ""MISource 2007"" CD from ""Triad Interactive"" stating requirements as Windows 98, 2000, or XP.",6,98,92,"Management information systemszzfieldboundaryzzBusiness Computer networks Data processing Electronic commerce Information technology Management Management information systems Textbooks Informatietechnologie Management informatiesystemen Systèmes d'information de gestion Managementinformationssystem Sistemas de informação gerencial Informationsmanagement Redes de computadores Réseaux d'ordinateurs Tecnologia da informação Manuels d'enseignement supérieur Technologie de l'information Gestion Commerce électronique Informatique Computers &amp; the internet T58.6 .o26 2009 658.4/038011 T58.6 .o26 2008bzzfieldboundaryzzNote on front cover- ""This International Student Edition is for use outside of the U.S."" Attached to inside back cover is one ""MISource 2007"" CD from ""Triad Interactive"" stating requirements as Windows 98, 2000, or XP.",12,"Management information systems Business Computer networks Data processing Electronic commerce Information technology Management Management information systems Textbooks Informatietechnologie Management informatiesystemen Systèmes d'information de gestion Managementinformationssystem Sistemas de informação gerencial Informationsmanagement Redes de computadores Réseaux d'ordinateurs Tecnologia da informação Manuels d'enseignement supérieur Technologie de l'information Gestion Commerce électronique Informatique Computers &amp; the internet T58.6 .o26 2009 658.4/038011 T58.6 .o26 2008b Note on front cover- ""This International Student Edition is for use outside of the U.S."" Attached to inside back cover is one ""MISource 2007"" CD from ""Triad Interactive"" stating requirements as Windows 98, 2000, or XP.",Information Technology Management
BOOK00320,Retail management,"['Barry Berman', 'Joel R. Evans']",,"['Management', 'Retail trade', 'Detailhandel', 'Strategisch management', 'Distributive industries', 'Franchises', 'Management & management techniques', 'Retail trade, management', 'Retail trade, study and teaching', 'Einzelhandelsbetrieb', 'Einzelhandelsbetriebslehre', 'Strategisches Management', 'Commerce de détail', 'Manuel', ""Gestion d'entreprise"", ""Stratégie de l'entreprise"", 'Case studies', 'Retail trade--management', 'Hf5429 .b45 2018', '658.8/7']",1979.0,3.0,1.0,21.0,58.0,5.0,4.0,https://covers.openlibrary.org/b/id/85979-L.jpg,/works/OL2722532W,True,False,,retail management,1,0,1,1,1,1,1,1,0,47.0,,0.6931471805599453,4.07753744390572,1.791759469228055,1.6094379124341005,3.091042453358316,67.0,4.219507705176107,,,0,0,0,0,,,,,,,,,Retail management,Barry Berman Joel R. Evans,"Management Retail trade Detailhandel Strategisch management Distributive industries Franchises Management & management techniques Retail trade, management Retail trade, study and teaching Einzelhandelsbetrieb Einzelhandelsbetriebslehre Strategisches Management Commerce de détail Manuel Gestion d'entreprise Stratégie de l'entreprise Case studies Retail trade--management Hf5429 .b45 2018 658.8/7",,"Retail management Barry Berman Joel R. Evans Management Retail trade Detailhandel Strategisch management Distributive industries Franchises Management & management techniques Retail trade, management Retail trade, study and teaching Einzelhandelsbetrieb Einzelhandelsbetriebslehre Strategisches Management Commerce de détail Manuel Gestion d'entreprise Stratégie de l'entreprise Case studies Retail trade--management Hf5429 .b45 2018 658.8/7",49,441,1,1,1,0,3,Enriched,Open Library only,Retail management Barry Berman Joel R. Evans,"Retail management Barry Berman Joel R. Evans Management Retail trade Detailhandel Strategisch management Distributive industries Franchises Management & management techniques Retail trade, management Retail trade, study and teaching Einzelhandelsbetrieb Einzelhandelsbetriebslehre Strategisches Management Commerce de détail Manuel Gestion d'entreprise Stratégie de l'entreprise Case studies Retail trade--management Hf5429 .b45 2018 658.8/7",7,49,42,"Retail managementzzfieldboundaryzzManagement Retail trade Detailhandel Strategisch management Distributive industries Franchises Management & management techniques Retail trade, management Retail trade, study and teaching Einzelhandelsbetrieb Einzelhandelsbetriebslehre Strategisches Management Commerce de détail Manuel Gestion d'entreprise Stratégie de l'entreprise Case studies Retail trade--management Hf5429 .b45 2018 658.8/7zzfieldboundaryzz",7,"Retail management Management Retail trade Detailhandel Strategisch management Distributive industries Franchises Management & management techniques Retail trade, management Retail trade, study and teaching Einzelhandelsbetrieb Einzelhandelsbetriebslehre Strategisches Management Commerce de détail Manuel Gestion d'entreprise Stratégie de l'entreprise Case studies Retail trade--management Hf5429 .b45 2018 658.8/7",Broad Leadership and Success
BOOK00321,Principles and Practice of Management,"['L. M. Prasad', 'L.M. Prasad']",,[],2019.0,2.8333333,6.0,3.0,262.0,28.0,2.0,https://covers.openlibrary.org/b/id/11942031-L.jpg,/works/OL24999187W,True,False,,principles and practice of management,1,0,0,1,1,1,0,1,0,7.0,,1.9459101490553132,5.572154032177765,3.367295829986474,1.0986122886681098,1.3862943611198906,292.0,5.680172609017068,,,0,0,0,0,,,,,,,,,Principles and Practice of Management,L. M. Prasad L.M. Prasad,,,Principles and Practice of Management L. M. Prasad L.M. Prasad,10,62,1,1,0,0,2,Basic,Open Library only,Principles and Practice of Management L. M. Prasad L.M. Prasad,Principles and Practice of Management L. M. Prasad L.M. Prasad,10,10,0,Principles and Practice of Managementzzfieldboundaryzzzzfieldboundaryzz,28,Principles and Practice of Management,CEO and Executive Transformation
