matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector,openlibrary_key,source_openlibrary,source_leadershipnow,publishers,isbn_10,isbn_13,all_isbns,ebook_access,has_fulltext,public_scan,source_url,subtitle,isbn_normalized,leadershipnow_isbn_13,publisher,publication_date,publication_year,format,page_count,edition_note,external_book_url,observed_edition_count,earliest_observed_year,latest_observed_year,observed_publisher_count,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_isbn_13_count,observed_physical_formats,observed_format_count,minimum_observed_pages,maximum_observed_pages,earliest_observed_publication_country,earliest_observed_publication_countries,publication_geo_evidence_type,unresolved_geo_codes,publication_geo_provenance,observed_publication_languages,observed_publication_language_count,has_multilingual_publication_evidence,international_language_reach,original_language,original_language_status,verified_translation_count,translation_status,language_evidence_provenance,language_evidence_note,validated_geographic_author_count,validated_geographic_author_names,author_citizenship_evidence,author_birthplace_evidence,author_identity_evidence_tiers,author_geography_provenance,observed_list_price,observed_retail_price,observed_price_currency,observed_price_market,observed_price_isbn,commercial_source,commercial_metadata_status,commercial_metadata_note
328,BOOK00329,Production & inventory management,"['Donald W. Fogarty', 'Thomas R. Hoffmann']",,"['collectionID:Inv', 'Inventory control', 'Production planning', 'Production', 'Fertigung', 'Management', 'Gestion des stocks', 'Planification', 'Management - General', 'Business & Economics', 'Business / Economics / Finance', 'Productiemanagement', 'Voorraadbeheer', 'Administracao Da Producao', 'Production management']",1983.0,,4.6666665,3.0,6.0,71.0,4.0,5.0,https://covers.openlibrary.org/b/id/5349162-L.jpg,Open Library only,13.0,General Business and Management,False,/works/OL4467653W,True,False,"['South-Western Educational Publishing', 'South-Western Pub. Co.', 'South-Western Pub', 'South-Western Publishing']","['0324311370', '0538070404', '0538074612', '0534982816']","['9780538070409', '9780324311372', '9780534982812', '9780538074612']","['0324311370', '0538070404', '0538074612', '9780538070409', '0534982816', '9780324311372', '9780534982812', '9780538074612']",printdisabled,True,False,https://openlibrary.org/works/OL4467653W,,,,,,,,,,,6.0,1983.0,2007.0,4.0,"['South-Western Educational Publishing', 'South-Western Pub. Co.', 'South-Western Pub', 'South-Western Publishing']","['0538074612', '0538070404', '0324311370', '0534982816']",4.0,"['9780538070409', '9780324311372']",2.0,['Hardcover'],1.0,722.0,870.0,United States,United States,single_country,[],Open Library earliest observed edition year 1983,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
329,BOOK00330,Project management,['Harold Kerzner'],,"['Case studies', 'Project management', 'Gestion de projet', 'Études de cas', 'TECHNOLOGY & ENGINEERING', 'Industrial Engineering', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior', 'Industrial engineering', 'Trades & technology -> industrial engineering -> industrial engineering', 'Ie10', 'Ba31', 'Ee92']",2003.0,,,,25.0,61.0,6.0,2.0,https://covers.openlibrary.org/b/id/11699597-L.jpg,Open Library only,13.0,General Business and Management,False,/works/OL19964945W,True,False,"['Wiley & Sons, Incorporated, John', 'Wiley', 'Wiley & Sons, Limited, John', 'John Wiley & Sons, Inc.']","['1119165350', '1119165377', '0470503831', '1119165369', '1118022270', '1280344814', '1119805384', '0470502185', '1283978032', '0470464844', '1281134686', '1118000323', '1119805392', '1118433580', '1119805376', '1118480716', '1118418557', '1118483227', '1118005066', '1118207610', '1283949989', '1118433572', '0470315733', '111841585X']","['9781119165378', '9781281134684', '9780470464847', '9781119805397', '9781283978033', '9781119165354', '9781118022276', '9781118000328', '9781119165361', '9781118415856', '9781118005064', '9781280344817', '9781118483220', '9781118433577', '9781118433584', '9781118207611', '9781118480717', '9780470502181', '9781119805380', '9781119805373', '9781118418550', '9780470315736', '9781283949989', '9780470503836']","['1119165350', '9781119165378', '1119165377', '9781281134684', '9780470464847', '9781119805397', '0470503831', '9781283978033', '1119165369', '1118022270', '1280344814', '9781119165354', '1119805384', '9781118022276', '0470502185', '9781118000328', '1283978032', '0470464844', '1281134686', '1118000323', '1119805392', '1118433580', '1119805376', '1118480716', '9781119165361', '1118418557', '9781118415856', '9781118005064', '9781280344817', '9781118483220', '1118483227', '9781118433577', '9781118433584', '1118005066', '9781118207611', '9781118480717', '1118207610', '9780470502181', '9781119805380', '1283949989', '1118433572', '9781119805373', '0470315733', '111841585X', '9781118418550', '9780470315736', '9781283949989', '9780470503836']",printdisabled,True,False,https://openlibrary.org/works/OL19964945W,,,,,,,,,,,25.0,2003.0,2022.0,4.0,"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Wiley', 'John Wiley & Sons, Inc.']","['1119165350', '1118022270']",2.0,"['9781281134684', '9781283949989', '9781280344817', '9781283978033', '9781118005064', '9781118000328', '9781118207611', '9781118483220', '9781118480717', '9781119165361', '9781118433584', '9781118433577', '9781119805397', '9781119805380', '9781119805373', '9781119165378', '9780470315736', '9781118418550', '9781118415856', '9780470464847', '9780470503836', '9780470502181', '9781119165354', '9781118022276']",24.0,['hardcover'],1.0,437.0,1296.0,United States,United States,single_country,[],Open Library earliest observed edition year 2003,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Harold Kerzner,United States,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
330,BOOK00331,Unraveling the mystery of health,['Aaron Antonovsky'],,"['Health behavior', 'Psychology', 'Stress (Psychology)', 'Adjustment (Psychology)', 'Psychological Stress', 'Sick', 'Stress management', 'Attitude', 'Medicine and psychology']",1987.0,,3.75,4.0,1.0,131.0,9.0,4.0,https://covers.openlibrary.org/b/id/10273295-L.jpg,Open Library only,11.0,Organizational Culture and Trust,False,/works/OL5274538W,True,False,['Jossey-Bass'],['1555420281'],['9781555420284'],"['1555420281', '9781555420284']",printdisabled,True,False,https://openlibrary.org/works/OL5274538W,,,,,,,,,,,1.0,1987.0,1987.0,1.0,['Jossey-Bass'],['1555420281'],1.0,[],0.0,[],0.0,218.0,218.0,United States,United States,single_country,[],Open Library earliest observed edition year 1987,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Aaron Antonovsky,United States | Israel,Brooklyn,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
331,BOOK00332,Mary Kay on people management,['Mary Kay Ash'],,"['Cosmetics industry', 'Mary Kay Cosmetics', 'Personnel management']",1984.0,,,,6.0,6.0,0.0,0.0,https://covers.openlibrary.org/b/id/6632431-L.jpg,Open Library only,17.0,People Management,False,/works/OL2906189W,True,False,"['Warner Books', 'Zhong xin chu ban she', 'Macdonald', 'Futura', 'Grand Central Publishing', 'Tape Data Media - Audio']","['7508604954', '0070021791', '0446329746', '0708829082', '0356108635', '0446513148']","['9787508604954', '9780708829080', '9780070021792', '9780446513142', '9780446329743', '9780356108636']","['9787508604954', '9780708829080', '7508604954', '9780070021792', '0070021791', '9780446513142', '9780446329743', '0446329746', '9780356108636', '0708829082', '0356108635', '0446513148']",borrowable,True,False,https://openlibrary.org/works/OL2906189W,,,,,,,,,,,6.0,1984.0,2006.0,6.0,"['Grand Central Publishing', 'Futura', 'Warner Books', 'Tape Data Media - Audio', 'Zhong xin chu ban she', 'Macdonald']","['0446329746', '0708829082', '0446513148', '0070021791', '7508604954', '0356108635']",6.0,"['9780446329743', '9780070021792', '9787508604954']",3.0,"['mass market paperback', 'Audio cassette']",2.0,184.0,223.0,United States,United States,single_country,[],Open Library earliest observed edition year 1984,"English, Chinese",2.0,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Mary Kay Ash,United States,Cypress,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
332,BOOK00333,The 7 Habits of Highly Effective People,['Stephen R. Covey'],"*New York Times bestseller—over 40 million copies sold* *The #1 Most Influential Business Book of the Twentieth Century* One of the most inspiring and impactful books ever written, The 7 Habits of Highly Effective People has captivated readers for nearly three decades. It has transformed the lives of presidents and CEOs, educators and parents—millions of people of all ages and occupations. Now, this 30th anniversary edition of the timeless classic commemorates the wisdom of the 7 Habits with modern additions from Sean Covey. The 7 Habits have become famous and are integrated into everyday thinking by millions and millions of people. Why? Because they work! With Sean Covey’s added takeaways on how the habits can be used in our modern age, the wisdom of the 7 Habits will be refreshed for a new generation of leaders.","['Success- Psychological aspects', 'Character', 'Success', 'Psychological aspects', 'Aspectos psicológicos', 'Carácter', 'Exito', 'Psychological aspects of Success', 'Self-actualization', 'Self-management', 'Éxito', 'Achievement', 'Reading Level-Grade 11', 'Reading Level-Grade 12', 'Miniature books', 'Specimens', 'Success, psychological aspects', 'Motivational', 'Cheng gong fa', 'Self-actualization (Psychology)', 'Psychologie du travail', 'Ethique', 'Déontologie professionnelle', 'Développement personnel', 'Successful people', 'Logro', 'Exito en los negocios', 'Autoadministración (Psicología)', 'Leadership', 'Personality', 'Self-evaluation', 'Efficiency', 'Comportement social', 'Aspects psychologiques', 'Compétences', 'Attitudes', 'Ontwikkelingspsychologie', 'Management', 'Leidinggeven', 'Zelfontwikkeling', 'Effectiviteit', 'Psychology', 'Erfolg', 'Führungskraft', 'Karriereplanung', 'Lebensführung', 'Ratgeber', 'Selbsterziehung', 'Caractère', 'Succès', 'Guides, manuels', 'Success--psychological aspects', 'Bf637.s8 c68 1989', 'Bf 637.s8 c873 1989', '158', 'Family', 'Child rearing', 'Conduct of life', 'Business']",1989.0,,4.028777,278.0,78.0,6754.0,643.0,328.0,https://covers.openlibrary.org/b/id/10079937-L.jpg,Open Library only,7.0,Broad Leadership and Success,False,/works/OL2629977W,True,False,"['Simon and Schuster', 'Alʹpina Biznes Buks', 'Prentice Hall', 'NXB Trẻ', 'Audiofy/FranklinCovey', 'Zhongguo qing nian chu ban she', 'Simon & Schuster (Trade Division)', 'Tian xia yuan jian chu ban', 'Covey', 'Nightingale Conant Corp (a)', 'Li ming zong jing xiao', 'Hay House', 'Fireside', 'Fireside Book', 'Pocket Books UK', 'The 7 Habits of Highly Effective People', 'Kingu Beā Shuppan', 'Simon & Schuster, Limited', 'Simon & Schuster, Incorporated', 'FonoLibro Inc.', 'Mango Media', 'Simon & Schuster Ltd', 'Running Press', 'Covey Leadership Center', 'Rebound by Sagebrush', 'FranklinCovey', 'simon & schuster india', 'King Bear', 'Management Press', 'G.K. Hall', 'Best Seller', 'Tian Xia', 'Zhong guo qing nian chu ban she', 'Simon & Schuster Audio and Blackstone Publishing', 'Paidós', 'Simon & Schuster', 'Gimm Young Co', 'Planeta Publishing', 'First News', 'Tian xia wen hua chu ban you xian gong si', 'Simon & Schuster Audio', 'SIMON & SCHUSTER', 'Franklin Covey on Brilliance Audio', 'Editorial Paidos', 'Gimyŏngsa', 'Turtleback Books', ""Al'pina Biznes Buks"", 'Running Press Book Publishers', 'Free Press', 'Gimm Young Co.', 'Al £pina biznes buks', 'Meadwestvaco']","['179711509X', '8934901500', '7500649037', '0743501071', '4906638015', '0671687964', '0768837332', '1471195708', '0762408332', '0671663984', '188321937X', '9576214610', '1929494750', '1451639619', '7515342609', '1883219426', '1883219337', '0613191455', '8072612417', '163353216X', '0684858398', '5961402517', '0768875560', '1417656646', '1982143819', '1471131823', '9576211123', '1982137274', '1883219973', '0743408853', '1511317302', '1401901166', '0743269519', '5961404455', '6079377063', '1982137134', '0130983772', '159912825X', '1933499397', '8475098355', '8576840626', '7500695357', '0783881150', '188321923X', '9688531820', '0671708635', '147112939X', '1471195201', '0671315285', '9576213037', '0671711172', '0743272455', '7515326395', '1476740054', '9992006684', '1416502491', '1455892823', '1883219027', '1511317310', '5961410293']","['9781797115092', '9781471129391', '9781476740058', '9789688531822', '9781883219024', '9780783881157', '9781929494750', '9781883219239', '9781982137137', '9788072612413', '9780768837339', '9781883219376', '9781511317306', '9781933499390', '9781416502494', '9789992006689', '9781451639612', '9780684858395', '9788576840626', '9781982143817', '9786079377069', '9785961404456', '9787515326399', '9787515342603', '9780613191456', '9781471131820', '9781982137274', '9789576211126', '9780743408851', '9781883219970', '9785961410297', '9781417656646', '9781599128252', '9780743501071', '9788475098357', '9780671708634', '9789576214615', '9787500649038', '9781471195204', '9785961402513', '9781511317313', '9789576213038', '9780130983770', '9780671711177', '9780743272452', '9784906638017', '9780671687960', '9780671663988', '9780762408337', '9781633532168', '9788934901501', '9781471195709', '9780768875560', '9781883219338', '9781401901165', '9781455892822', '9781883219420', '9787500695356', '9780671315283', '9780743269513']","['179711509X', '9781797115092', '8934901500', '7500649037', '0743501071', '4906638015', '0671687964', '9781471129391', '9781476740058', '0768837332', '9789688531822', '9781883219024', '9780783881157', '1471195708', '0762408332', '0671663984', '188321937X', '9781929494750', '9781883219239', '9781982137137', '9788072612413', '9780768837339', '9576214610', '1929494750', '1451639619', '7515342609', '1883219426', '9781883219376', '9781511317306', '9781933499390', '1883219337', '9781416502494', '9789992006689', '9781451639612', '9780684858395', '9788576840626', '9781982143817', '9786079377069', '0613191455', '8072612417', '9785961404456', '163353216X', '0684858398', '9787515326399', '9787515342603', '5961402517', '9780613191456', '9781471131820', '9781982137274', '0768875560', '9789576211126', '1417656646', '1982143819', '1471131823', '9780743408851', '9781883219970', '9576211123', '9785961410297', '1982137274', '1883219973', '9781417656646', '0743408853', '9781599128252', '9780743501071', '1511317302', '9788475098357', '9780671708634', '9789576214615', '1401901166', '0743269519', '9787500649038', '9781471195204', '9785961402513', '5961404455', '6079377063', '9781511317313', '1982137134', '0130983772', '9789576213038', '159912825X', '9780130983770', '1933499397', '9780671711177', '9780743272452', '8475098355', '8576840626', '7500695357', '0783881150', '188321923X', '9784906638017', '9688531820', '9780671687960', '9780671663988', '9780762408337', '0671708635', '147112939X', '9781633532168', '9788934901501', '9781471195709', '9780768875560', '1471195201', '0671315285', '9781883219338', '9576213037', '9781401901165', '0671711172', '9781455892822', '0743272455', '7515326395', '1476740054', '9992006684', '9781883219420', '9787500695356', '1416502491', '1455892823', '1883219027', '9780671315283', '1511317310', '5961410293', '9780743269513']",borrowable,True,False,https://openlibrary.org/works/OL2629977W,,,,,,,,,,,78.0,1989.0,2020.0,52.0,"['Simon & Schuster', 'Mango Media', 'SIMON & SCHUSTER', 'Simon & Schuster (Trade Division)', 'Simon & Schuster Ltd', 'Best Seller', 'Franklin Covey on Brilliance Audio', 'Simon & Schuster, Incorporated', 'Zhongguo qing nian chu ban she', 'Zhong guo qing nian chu ban she', 'Simon & Schuster Audio and Blackstone Publishing', 'Simon & Schuster, Limited', 'Turtleback Books', 'First News', 'NXB Trẻ', 'simon & schuster india', 'Pocket Books UK', 'Planeta Publishing', 'Alʹpina Biznes Buks', 'Tian xia yuan jian chu ban', 'Li ming zong jing xiao', 'Management Press', 'Al £pina biznes buks', 'The 7 Habits of Highly Effective People', 'Simon and Schuster', 'FranklinCovey', 'King Bear', 'Rebound by Sagebrush', 'Nightingale Conant Corp (a)', 'Tian Xia', 'Prentice Hall', 'Audiofy/FranklinCovey', 'Hay House', 'Running Press', 'Simon & Schuster Audio', ""Al'pina Biznes Buks"", 'Covey', 'Covey Leadership Center', 'Free Press', 'G.K. Hall', 'Fireside Book', 'Tian xia wen hua chu ban you xian gong si', 'Editorial Paidos', 'Paidós', 'Kingu Beā Shuppan', 'Gimyŏngsa', 'Gimm Young Co.', 'Gimm Young Co', 'Fireside', 'Running Press Book Publishers', 'FonoLibro Inc.', 'Meadwestvaco']","['1471195708', '0671711172', '8576840626', '1511317302', '7500695357', '7515342609', '1455892823', '147112939X', '1982137134', '179711509X', '1417656646', '1511317310', '1476740054', '1471131823', '0743408853', '6079377063', '5961410293', '7515326395', '9576214610', '5961402517', '0671708635', '1929494750', '0671663984', '4906638015', '0613191455', '9992006684', '9576213037', '0130983772', '159912825X', '1401901166', '0762408332', '0671687964', '5961404455', '188321923X', '1883219337', '0743272455', '0743269519', '0671315285', '1883219027', '0684858398', '0743501071', '1883219973', '188321937X', '0783881150', '9576211123', '9688531820', '8475098355', '7500649037', '8934901500', '1933499397', '1883219426', '0768875560', '0768837332']",53.0,"['9781476740058', '9781451639612', '9781633532168', '9781471195709', '9780671711177', '9788576840626', '9781511317306', '9781982137274', '9787500695356', '9787515342603', '9781455892822', '9781471129391', '9781982137137', '9781797115092', '9781416502494', '9781417656646', '9781982143817', '9781471195204', '9781511317313', '9781471131820', '9780743408851', '9786079377069', '9785961410297', '9787515326399', '9789576214615', '9788072612413', '9785961402513', '9781929494750', '9780613191456', '9789992006689', '9789576213038', '9780130983770', '9781599128252', '9780671687960', '9785961404456', '9781883219239', '9781883219338', '9780671663988', '9780743269513', '9780671315283', '9781883219024', '9780684858395', '9780743501071', '9781883219970', '9781883219376', '9780671708634', '9788934901501', '9789688531822', '9780762408337', '9781933499390', '9781883219420', '9780768875560', '9780768837339']",53.0,"['paperback', 'audio cd', 'Zhuan zhu /', 'hardcover', 'library binding', 'mp3 cd', 'CD', 'Audio cassette', 'Paperback', 'Hardcover', 'Cards', 'Audio Cassette', 'Audio CD', 'Calendar']",14.0,1.0,572.0,United States,United States,single_country,[],Open Library earliest observed edition year 1989,"English, Portuguese, Chinese, Vietnamese, Spanish, Russian, Japanese, Czech, Korean",9.0,True,Multilingual publication evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Stephen R. Covey,United States,Salt Lake City,identifier_verified,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
333,BOOK00334,Armstrong's Handbook of Human Resource Management Practice,"['Michael Armstrong', 'Taylor, Stephen']",,['Personnel management'],2017.0,,,,4.0,19.0,0.0,0.0,https://covers.openlibrary.org/b/id/13932803-L.jpg,Open Library only,20.0,Human Resource Management,False,/works/OL25203336W,True,False,"['Kogan Page, Limited', 'Kogan Page']","['1398606634', '0749498285', '1398606650', '0749474122']","['9781398606654', '9781398606630', '9780749474126', '9780749498283']","['1398606634', '9781398606654', '9781398606630', '9780749474126', '9780749498283', '0749498285', '1398606650', '0749474122']",no_ebook,False,False,https://openlibrary.org/works/OL25203336W,,,,,,,,,,,4.0,2017.0,2023.0,2.0,"['Kogan Page, Limited', 'Kogan Page']",[],0.0,"['9781398606654', '9781398606630', '9780749498283', '9780749474126']",4.0,[],0.0,776.0,800.0,,,no_country_evidence,[],Open Library earliest observed edition year 2017,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
334,BOOK00335,"People, Management and Organizations",['Anna Sutton'],,"['Personnel management', 'Organizational behavior']",2018.0,,5.0,1.0,1.0,4.0,0.0,1.0,https://covers.openlibrary.org/b/id/9233595-L.jpg,Open Library only,17.0,People Management,False,/works/OL20592553W,True,False,['Red Globe Press'],['1137605049'],['9781137605047'],"['1137605049', '9781137605047']",no_ebook,False,False,https://openlibrary.org/works/OL20592553W,,,,,,,,,,,1.0,2018.0,2018.0,1.0,['Red Globe Press'],['1137605049'],1.0,['9781137605047'],1.0,['paperback'],1.0,360.0,360.0,,,no_country_evidence,[],Open Library earliest observed edition year 2018,,0.0,False,No language evidence,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,1.0,Anna Sutton,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
335,BOOK00336,Human resource management at work,"['Mick Marchington', 'Mick Marchington', 'Adrian Wilkinson']","Written by the CIPD's chief examiner, this textbook is closely aligned to the CIPD standards and useful to anyone seeking a critical look at human resource management (HRM) theory and practice. It combines the latest academic research with practical approaches to managing HRM in the workplace.","['Law and legislation', 'Personnel management', 'Personnel & human resources management', 'Direction', 'Droit', 'Ressources humaines', 'Personnel', 'Gestion du personnel', 'Commerce']",2005.0,,,,9.0,9.0,0.0,0.0,https://covers.openlibrary.org/b/id/2027583-L.jpg,Open Library only,20.0,Human Resource Management,False,/works/OL11274839W,True,False,"['Chartered Institute of Personnel and Development', 'Kogan Page, Limited', 'Chartered Institute of Personnel & Development', 'CIPD']","['1843983710', '178966487X', '1843980622', '1843984369', '1789664888', '1789664861', '1843982676', '1843982005']","['9781789664881', '9781843980629', '9781843984368', '9781843983712', '9781843982005', '9781789664874', '9781843982678', '9781789664867']","['9781789664881', '9781843980629', '9781843984368', '1843983710', '178966487X', '1843980622', '9781843983712', '1843984369', '9781843982005', '9781789664874', '9781843982678', '1789664888', '1789664861', '1843982676', '1843982005', '9781789664867']",borrowable,True,False,https://openlibrary.org/works/OL11274839W,,,,,,,,,,,9.0,2005.0,2020.0,4.0,"['Kogan Page, Limited', 'Chartered Institute of Personnel and Development', 'Chartered Institute of Personnel & Development', 'CIPD']","['1843982676', '1843982005', '1843980622']",3.0,"['9781843984368', '9781789664874', '9781843982678', '9781843982005', '9781789664881', '9781789664867', '9781843983712', '9781843980629']",8.0,['Paperback'],1.0,288.0,622.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2005,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,3.0,Mick Marchington | Adrian Wilkinson,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
336,BOOK00337,Supervisory management,"['Donald C. Mosley', 'Jr., Donald C. Mosley', 'Paul H. Pietri', 'Leon C. Megginson', 'Paul H., Jr. Pietri']","xxii, 565 pages : 26 cm","['Supervision of employees', 'Personnel management', 'Management', 'Supervision', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Human Resources & Personnel Management', 'Management - General', 'Business & Economics / Human Resources & Personnel Management', 'Personnel & human resources management', 'Industrial management']",1985.0,,,,17.0,51.0,1.0,1.0,https://covers.openlibrary.org/b/id/4993867-L.jpg,Open Library only,13.0,General Business and Management,False,/works/OL3278791W,True,False,"['Southwestern Pub Co', 'South-Western Pub. Co.', 'South-Western College Pub', 'Cengage South-Western', 'College Division, South-Western Pub. Co.', 'Thomson South-Western', 'Thomson/South-Western', 'South-Western College Pub.']","['0324232535', '0357033922', '0324178921', '0538800267', '0538822465', '0324021275', '1285063007', '0538076607', '0538800275', '0538277963', '0324021291', '0324421435', '0538855606']","['9780324021295', '9780357033920', '9780538076609', '9780324178920', '9781285063003', '9780538800273', '9780324021271', '9780324232530', '9780538855600', '9780324421439', '9780538822466', '9780538800266', '9780538277969']","['0324232535', '0357033922', '9780324021295', '9780357033920', '0324178921', '0538800267', '0538822465', '0324021275', '9780538076609', '9780324178920', '1285063007', '0538076607', '9781285063003', '9780538800273', '9780324021271', '0538800275', '0538277963', '9780324232530', '0324021291', '9780538855600', '9780324421439', '0324421435', '9780538822466', '9780538800266', '9780538277969', '0538855606']",printdisabled,True,False,https://openlibrary.org/works/OL3278791W,,,,,,,,,,,17.0,1985.0,2018.0,8.0,"['Cengage South-Western', 'Thomson South-Western', 'South-Western College Pub', 'South-Western College Pub.', 'College Division, South-Western Pub. Co.', 'South-Western Pub. Co.', 'Thomson/South-Western', 'Southwestern Pub Co']","['0538822465', '0324421435', '0538855606', '0538277963', '0538800275', '0538800267', '0324178921', '0324232535', '0324021291', '0324021275', '0538076607']",11.0,"['9780357033920', '9781285063003', '9780538822466', '9780324421439', '9780324021295', '9780324232530', '9780324021271']",7.0,['Paperback'],1.0,507.0,656.0,United States,United States,single_country,[],Open Library earliest observed edition year 1985,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,2.0,Donald C. Mosley | Leon C. Megginson,,,strong_secondary,Wikidata geographic claims linked through validated Open Library author identities,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
337,BOOK00338,People Management and Performance,['John Purcell'],,"['Corporate culture', 'Social networks', 'Performance', 'Employees', 'Employee motivation', 'Personnel management', 'Organizational effectiveness', 'Arbeitsmotivation', 'Humanvermögen', 'Personalentwicklung', 'Personaladministration', 'Kompetens', 'Arbetstagare', 'Organizational performance', 'Personnel Management', 'Task Performance and Analysis', 'Organizational Culture', 'Personnel', 'Direction', 'Rendement au travail', 'Motivation', ""Culture d'entreprise"", 'BUSINESS & ECONOMICS', 'Workplace Culture', 'Human Resources & Personnel Management']",2007.0,,,,5.0,,,,https://covers.openlibrary.org/b/id/11789102-L.jpg,Open Library only,14.0,Performance Management,False,/works/OL8510585W,True,False,"['Routledge', 'Taylor & Francis Group']","['0415427800', '1281706884', '1134089686', '0415427797']","['9780415427791', '9780415427807', '9781281706881', '9781134089680']","['0415427800', '1281706884', '9780415427791', '1134089686', '9780415427807', '9781281706881', '9781134089680', '0415427797']",printdisabled,True,False,https://openlibrary.org/works/OL8510585W,,,,,,,,,,,5.0,2007.0,2008.0,2.0,"['Taylor & Francis Group', 'Routledge']","['0415427797', '0415427800']",2.0,"['9781134089680', '9781281706881', '9780415427791', '9780415427807']",4.0,"['Hardcover', 'Paperback']",2.0,248.0,272.0,United Kingdom,United Kingdom,single_country,[],Open Library earliest observed edition year 2007,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
338,BOOK00339,Armstrong's Handbook of Strategic Human Resource Management,['Michael Armstrong'],,"['Personnel management', 'Commerce']",2015.0,,,,4.0,6.0,0.0,0.0,https://covers.openlibrary.org/b/id/9137982-L.jpg,Open Library only,20.0,Human Resource Management,False,/works/OL20473221W,True,False,"['Kogan Page, Limited', 'Kogan Page']","['0749476419', '0749476826', '1789661749', '1789661722']","['9781789661743', '9781789661729', '9780749476410', '9780749476823']","['9781789661743', '9781789661729', '0749476419', '0749476826', '1789661749', '9780749476410', '9780749476823', '1789661722']",no_ebook,False,False,https://openlibrary.org/works/OL20473221W,,,,,,,,,,,4.0,2015.0,2020.0,2.0,"['Kogan Page, Limited', 'Kogan Page']",['0749476826'],1.0,"['9781789661729', '9781789661743', '9780749476410', '9780749476823']",4.0,['paperback'],1.0,280.0,328.0,,,no_country_evidence,[],Open Library earliest observed edition year 2015,English,1.0,False,Single observed publication language,,not_verified,,not_verified,Open Library observed edition metadata,Observed publication languages do not establish original language or verified translation count.,,,,,,,,,,,,,not_available_from_collected_sources,No verified observed price is available from the currently collected LeadWise sources. This does not indicate that the book is unavailable for purchase.
