book_id,openlibrary_key,title,authors,isbn,isbn_type,isbn_source,isbn_length,structurally_valid_length,title_compare,authors_compare
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],145589348X,ISBN-10,all_isbns,10,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],155517048X,ISBN-10,all_isbns,10,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],1596590084,ISBN-10,all_isbns,10,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],188321906X,ISBN-10,all_isbns,10,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],1883219248,ISBN-10,all_isbns,10,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],1929494610,ISBN-10,all_isbns,10,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780028639123,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671011130,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671317034,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671711160,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671711351,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671749101,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671755454,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780671792800,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780684858418,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780743468602,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780743501552,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9780916095314,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9781455893485,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9781555170486,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9781596590083,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9781883219062,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9781883219246,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00001,/works/OL2630041W,Principle-Centered Leadership,['Stephen R. Covey'],9781929494613,ISBN-13,all_isbns,13,True,principle centered leadership,stephen r covey
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0130323128,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0130647500,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0131494848,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0132424312,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0132771861,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0132771977,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0134895134,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],013527169X,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0135271762,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0135271851,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0135308747,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0136072801,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0138142688,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0138157146,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0138975213,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0139067027,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0273765663,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],0536867038,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],6053208469,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],8129700999,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9332518130,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9332575215,ISBN-10,all_isbns,10,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780130323125,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780130647504,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780131494848,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780132424318,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780132771863,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780132771979,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780134895130,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780135271698,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780135271766,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780135271858,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780135308745,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780136072805,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780138142681,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780138157142,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780138975210,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780139067020,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780273765660,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9780536867032,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9786053208464,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9788129700995,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9789332518131,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00002,/works/OL2731767W,Leadership in Organizations,['Gary A. Yukl'],9789332575219,ISBN-13,all_isbns,13,True,leadership in organizations,gary a yukl
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],055100651X,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],0767394496,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],0802467997,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],080248221X,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],0802482228,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],0802482473,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],0903843463,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],1596441801,ISBN-10,all_isbns,10,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780551006515,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780767394499,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780802467997,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780802482211,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780802482228,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780802482471,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9780903843461,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00004,/works/OL450702W,Spiritual leadership,['J. Oswald Sanders'],9781596441804,ISBN-13,all_isbns,13,True,spiritual leadership,j oswald sanders
BOOK00005,/works/OL94176W,Leadership,['Peter Guy Northouse'],0761919252,ISBN-10,all_isbns,10,True,leadership,peter guy northouse
BOOK00005,/works/OL94176W,Leadership,['Peter Guy Northouse'],0803957688,ISBN-10,all_isbns,10,True,leadership,peter guy northouse
BOOK00005,/works/OL94176W,Leadership,['Peter Guy Northouse'],0803957696,ISBN-10,all_isbns,10,True,leadership,peter guy northouse
BOOK00005,/works/OL94176W,Leadership,['Peter Guy Northouse'],9780761919254,ISBN-13,all_isbns,13,True,leadership,peter guy northouse
BOOK00005,/works/OL94176W,Leadership,['Peter Guy Northouse'],9780803957688,ISBN-13,all_isbns,13,True,leadership,peter guy northouse
BOOK00005,/works/OL94176W,Leadership,['Peter Guy Northouse'],9780803957695,ISBN-13,all_isbns,13,True,leadership,peter guy northouse
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0785261362,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0785270345,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0785274316,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0785288376,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0785289054,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0785289356,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0881138983,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],0881139319,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],1602550271,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],1602550689,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],7501161283,ISBN-10,all_isbns,10,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780785261360,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780785270348,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780785274315,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780785288374,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780785289050,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780785289357,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780881138986,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9780881139310,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9781602550278,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9781602550681,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00006,/works/OL28124W,The 21 Irrefutable Laws of Leadership,['John C. Maxwell'],9787501161287,ISBN-13,all_isbns,13,True,the 21 irrefutable laws of leadership,john c maxwell
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],076192566X,ISBN-10,all_isbns,10,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],148339364X,ISBN-10,all_isbns,10,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],1506362311,ISBN-10,all_isbns,10,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],1544327838,ISBN-10,all_isbns,10,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],1544331940,ISBN-10,all_isbns,10,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],1544397569,ISBN-10,all_isbns,10,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],9780761925668,ISBN-13,all_isbns,13,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],9781483393643,ISBN-13,all_isbns,13,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],9781506362311,ISBN-13,all_isbns,13,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],9781544327839,ISBN-13,all_isbns,13,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],9781544331942,ISBN-13,all_isbns,13,True,leadership,peter g northouse
BOOK00007,/works/OL7956784W,Leadership,['Peter G. Northouse'],9781544397566,ISBN-13,all_isbns,13,True,leadership,peter g northouse
BOOK00008,/works/OL2421691W,Leadership and performance beyond expectations,['Bernard M. Bass'],0029018102,ISBN-10,all_isbns,10,True,leadership and performance beyond expectations,bernard m bass
BOOK00008,/works/OL2421691W,Leadership and performance beyond expectations,['Bernard M. Bass'],9780029018101,ISBN-13,all_isbns,13,True,leadership and performance beyond expectations,bernard m bass
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1250192455,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1250192463,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1250192471,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1427298297,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1432855832,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1432868284,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1529000823,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1529000831,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",1529000866,ISBN-10,all_isbns,10,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781250192455,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781250192462,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781250192479,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781427298294,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781432855833,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781432868284,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781529000825,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781529000832,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00009,/works/OL18146967W,A Higher Loyalty,"['James Comey', 'James B. Comey', 'James Comey']",9781529000863,ISBN-13,all_isbns,13,True,a higher loyalty,james comey james b comey james comey
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",0141030062,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",014103632X,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",0369304632,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1038701767,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1282299131,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",128246714X,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1427087865,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1458769550,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1459626184,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1523006560,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1523097809,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1523097817,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1523097825,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
BOOK00010,/works/OL8921343W,Leadership and Self Deception,"['The Arbinger Institute', 'Dick Ruhe']",1572704446,ISBN-10,all_isbns,10,True,leadership and self deception,the arbinger institute dick ruhe
