matrix_row,book_id,canonical_title,authors,source_group,first_publish_year,publication_year_observed,publishers,isbn_13,subjects,cluster_label,cover_url,qa_major_flag_count,qa_minor_flag_count,qa_review_score,qa_review_priority
1211,BOOK01212,The Sale,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119762690.jpg,3,2,8,Priority review
1212,BOOK01213,The Neutrality Trap,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119793243.jpg,3,2,8,Priority review
1217,BOOK01218,The Imperfectionists,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119835660.jpg,3,2,8,Priority review
1222,BOOK01223,Do It,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119853701.jpg,3,2,8,Priority review
1249,BOOK01250,To the Top,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781119988083.jpg,3,2,8,Priority review
1251,BOOK01252,The Jeffersonians,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250135452.jpg,3,2,8,Priority review
1255,BOOK01256,The Fund,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250276933.jpg,3,2,8,Priority review
1257,BOOK01258,The Bezos Blueprint,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250278333.jpg,3,2,8,Priority review
1258,BOOK01259,Endure,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250279293.jpg,3,2,8,Priority review
1261,BOOK01262,The Perennials,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250281340.jpg,3,2,8,Priority review
1269,BOOK01270,Supremacy,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250337740.jpg,3,2,8,Priority review
1275,BOOK01276,The Four Workarounds,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250789400.jpg,3,2,8,Priority review
1276,BOOK01277,Upshift,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250792952.jpg,3,2,8,Priority review
1280,BOOK01281,STFU,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781250850347.jpg,3,2,8,Priority review
1291,BOOK01292,Connectable,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781264277506.jpg,3,2,8,Priority review
1300,BOOK01301,Brave Together,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781265386672.jpg,3,2,8,Priority review
1305,BOOK01306,The Optimist,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781324075967.jpg,3,2,8,Priority review
1306,BOOK01307,The Mind's Mirror,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781324079323.jpg,3,2,8,Priority review
1311,BOOK01312,Winston and the Windsors,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781335250995.jpg,3,2,8,Priority review
1324,BOOK01325,Boundless,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394171798.jpg,3,2,8,Priority review
1336,BOOK01337,Mindshift,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394198597.jpg,3,2,8,Priority review
1337,BOOK01338,Rewired,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394207114.jpg,3,2,8,Priority review
1338,BOOK01339,Toolkit for Turbulence,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394208654.jpg,3,2,8,Priority review
1343,BOOK01344,UnLeadership,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394223381.jpg,3,2,8,Priority review
1352,BOOK01353,Microwins,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394248162.jpg,3,2,8,Priority review
1366,BOOK01367,Still Standing,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394279029.jpg,3,2,8,Priority review
1371,BOOK01372,Connectedness,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781394285778.jpg,3,2,8,Priority review
1398,BOOK01399,The Solutionists,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781398609341.jpg,3,2,8,Priority review
1415,BOOK01416,Becoming FDR,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781400067077.jpg,3,2,8,Priority review
1416,BOOK01417,Balancing Acts,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781400223022.jpg,3,2,8,Priority review
1422,BOOK01423,Undistracted,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781400226979.jpg,3,2,8,Priority review
1437,BOOK01438,Darkhorse,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781400254972.jpg,3,2,8,Priority review
1448,BOOK01449,Gravitas,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781401972530.jpg,3,2,8,Priority review
1449,BOOK01450,Protect Your Peace,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781401973162.jpg,3,2,8,Priority review
1452,BOOK01453,Intentionality,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781401977542.jpg,3,2,8,Priority review
1464,BOOK01465,Wanamaker's Temple,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781479835935.jpg,3,2,8,Priority review
1466,BOOK01467,The Trials of Harry S. Truman,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781501102899.jpg,3,2,8,Priority review
1474,BOOK01475,The Datapreneurs,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781510778412.jpg,3,2,8,Priority review
1519,BOOK01520,The Strategists,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781524746483.jpg,3,2,8,Priority review
1528,BOOK01529,Becoming a Changemaker,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781538707760.jpg,3,2,8,Priority review
1537,BOOK01538,Nobody's Fool,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781541602236.jpg,3,2,8,Priority review
1543,BOOK01544,The Crux,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781541701243.jpg,3,2,8,Priority review
1548,BOOK01549,Credible,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781541702509.jpg,3,2,8,Priority review
1560,BOOK01561,You Can Be Yourself Here,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781544526546.jpg,3,2,8,Priority review
1564,BOOK01565,Blindspots,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781544547466.jpg,3,2,8,Priority review
1573,BOOK01574,Blind Spot,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781595622457.jpg,3,2,8,Priority review
1575,BOOK01576,The Ravens,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781612681009.jpg,3,2,8,Priority review
1614,BOOK01615,Mindstuck,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637557396.jpg,3,2,8,Priority review
1615,BOOK01616,Becoming Coachable,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637557686.jpg,3,2,8,Priority review
1618,BOOK01619,Hunting Discomfort,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637560143.jpg,3,2,8,Priority review
1622,BOOK01623,Stand Alone,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637582954.jpg,3,2,8,Priority review
1623,BOOK01624,SLAY the Bully,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637586860.jpg,3,2,8,Priority review
1632,BOOK01633,Fire in the Hole!,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637632987.jpg,3,2,8,Priority review
1633,BOOK01634,Aware,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637634585.jpg,3,2,8,Priority review
1642,BOOK01643,There Is No Box,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637741948.jpg,3,2,8,Priority review
1646,BOOK01647,Joy of Agility,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637742778.jpg,3,2,8,Priority review
1653,BOOK01654,The Vagrant,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637743706.jpg,3,2,8,Priority review
1658,BOOK01659,Crossing the Desert,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637744604.jpg,3,2,8,Priority review
1664,BOOK01665,Shine,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637745144.jpg,3,2,8,Priority review
1670,BOOK01671,Go One More,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637746219.jpg,3,2,8,Priority review
1673,BOOK01674,Detach,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637746455.jpg,3,2,8,Priority review
1678,BOOK01679,Unruly,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781637746967.jpg,3,2,8,Priority review
1690,BOOK01691,Founded,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781639090075.jpg,3,2,8,Priority review
1692,BOOK01693,When Grit Is Not Enough,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781639090259.jpg,3,2,8,Priority review
1699,BOOK01700,Momentum,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781640955523.jpg,3,2,8,Priority review
1702,BOOK01703,Be Astonishing,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781640955837.jpg,3,2,8,Priority review
1713,BOOK01714,Upheaval,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781642257861.jpg,3,2,8,Priority review
1714,BOOK01715,The Goodwill Jar,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781642258561.jpg,3,2,8,Priority review
1719,BOOK01720,Shackleton,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781643138794.jpg,3,2,8,Priority review
1722,BOOK01723,Take Charge of You,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781646870615.jpg,3,2,8,Priority review
1726,BOOK01727,Wonderhell,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781646871223.jpg,3,2,8,Priority review
1732,BOOK01733,Beyond Eureka!,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781647124229.jpg,3,2,8,Priority review
1750,BOOK01751,The Anxious Achiever,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781647822538.jpg,3,2,8,Priority review
1772,BOOK01773,Bridgebuilders,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781647825119.jpg,3,2,8,Priority review
1775,BOOK01776,Why Are We Here?,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781647826130.jpg,3,2,8,Priority review
1778,BOOK01779,Mindmasters,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781647826314.jpg,3,2,8,Priority review
1779,BOOK01780,Employment Is Dead,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781647826420.jpg,3,2,8,Priority review
1792,BOOK01793,Mighty,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781662869495.jpg,3,2,8,Priority review
1794,BOOK01795,Fluke,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781668006528.jpg,3,2,8,Priority review
1798,BOOK01799,The Dealmaker,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781668010648.jpg,3,2,8,Priority review
1802,BOOK01803,How to Get Along with Anyone,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781668033074.jpg,3,2,8,Priority review
1805,BOOK01806,Ping,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781668055243.jpg,3,2,8,Priority review
1812,BOOK01813,Sailing Upwind,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781682478745.jpg,3,2,8,Priority review
1817,BOOK01818,How to Untie a Balloon,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781684817306.jpg,3,2,8,Priority review
1822,BOOK01823,One Drop of Poison,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781733004237.jpg,3,2,8,Priority review
1823,BOOK01824,The 3.3 Rule,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781733179027.jpg,3,2,8,Priority review
1829,BOOK01830,Committed,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781738396429.jpg,3,2,8,Priority review
1848,BOOK01849,Move by Move,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781797223650.jpg,3,2,8,Priority review
1860,BOOK01861,De-Positioning,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781917391184.jpg,3,2,8,Priority review
1862,BOOK01863,Disruptable,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/978194663316X.jpg,3,2,8,Priority review
1863,BOOK01864,Get Off the X,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781947297999.jpg,3,2,8,Priority review
1868,BOOK01869,Outfocus,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781950863976.jpg,3,2,8,Priority review
1876,BOOK01877,Imaginable,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781954118096.jpg,3,2,8,Priority review
1879,BOOK01880,Beyond the Sea,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781955026208.jpg,3,2,8,Priority review
1890,BOOK01891,Settle for More,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781957616858.jpg,3,2,8,Priority review
1891,BOOK01892,Levi's Unbuttoned,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781958682241.jpg,3,2,8,Priority review
1894,BOOK01895,ReLeader,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781960870100.jpg,3,2,8,Priority review
1899,BOOK01900,Watergate,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781982139162.jpg,3,2,8,Priority review
1903,BOOK01904,Tomorrowmind,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781982159764.jpg,3,2,8,Priority review
1904,BOOK01905,The Winner's Curse,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781982165116.jpg,3,2,8,Priority review
1911,BOOK01912,Elon Musk,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781982181284.jpg,3,2,8,Priority review
1913,BOOK01914,Surf When You Can,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781982191009.jpg,3,2,8,Priority review
1922,BOOK01923,Unscripted,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9781984879424.jpg,3,2,8,Priority review
1927,BOOK01928,"Remove, Replace, Restart",,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9783967391763.jpg,3,2,8,Priority review
1930,BOOK01931,Areté,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788212414074.jpg,3,2,8,Priority review
1939,BOOK01940,Becoming More,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788887100067.jpg,3,2,8,Priority review
1946,BOOK01947,Get It Together,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788887501147.jpg,3,2,8,Priority review
1949,BOOK01950,deComplify,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788887503417.jpg,3,2,8,Priority review
1954,BOOK01955,The Gouge!,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788888453124.jpg,3,2,8,Priority review
1962,BOOK01963,The Nine,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788985814767.jpg,3,2,8,Priority review
1966,BOOK01967,The Shortcut,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788986518800.jpg,3,2,8,Priority review
1969,BOOK01970,The 9th Stratum,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788988492818.jpg,3,2,8,Priority review
1971,BOOK01972,Meta-Leadership,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788988668404.jpg,3,2,8,Priority review
1972,BOOK01973,Get Scalable,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788988673729.jpg,3,2,8,Priority review
1973,BOOK01974,Burned Out to Lit Up,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788988925200.jpg,3,2,8,Priority review
1975,BOOK01976,Synergea,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9788989865413.jpg,3,2,8,Priority review
1987,BOOK01988,Visualize,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798318601132.jpg,3,2,8,Priority review
1990,BOOK01991,Always Squeezing Lemons,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798350947748.jpg,3,2,8,Priority review
1995,BOOK01996,I See You!,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798886451467.jpg,3,2,8,Priority review
2005,BOOK02006,Beyond the Hammer,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798887504315.jpg,3,2,8,Priority review
2008,BOOK02009,Less than One Percent,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798887506029.jpg,3,2,8,Priority review
2011,BOOK02012,Sharp,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798887702018.jpg,3,2,8,Priority review
2015,BOOK02016,Behind Closed Doors,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798888452721.jpg,3,2,8,Priority review
2020,BOOK02021,Presencing,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798890570284.jpg,3,2,8,Priority review
2029,BOOK02030,Shoveling $h!t,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798891383517.jpg,3,2,8,Priority review
2040,BOOK02041,Blindspotting,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798892790536.jpg,3,2,8,Priority review
2048,BOOK02049,Superagency,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798893310108.jpg,3,2,8,Priority review
2051,BOOK02052,Transcend,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798895650103.jpg,3,2,8,Priority review
2053,BOOK02054,Six Dimes and a Nickel,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798895651896.jpg,3,2,8,Priority review
2064,BOOK02065,Soulgery,,LeadershipNow only,,,,,,,https://www.leadershipnow.com/leadershop/images/9798998507205.jpg,3,2,8,Priority review
141,BOOK00142,executive leadership course volume 3,[],Open Library only,1963.0,,[],[],[],Executive Leadership,,2,4,8,Priority review
